time,recipient_group,category,mode,source,content
192.45155896823738,P12G02,sound,heard,V2E039,heavy crash / screams; cause and exact victims not visible
192.45155896823738,P12G03,sound,heard,V2E039,heavy crash / screams; cause and exact victims not visible
192.45155896823738,P12G04,sound,heard,V2E039,heavy crash / screams; cause and exact victims not visible
192.45155896823738,P12G05,sound,heard,V2E039,heavy crash / screams; cause and exact victims not visible
192.45155896823738,P12G06,sound,heard,V2E039,heavy crash / screams; cause and exact victims not visible
192.45155896823738,P12G07,sound,heard,V2E039,heavy crash / screams; cause and exact victims not visible
192.45155896823738,P12G08,sound,heard,V2E039,heavy crash / screams; cause and exact victims not visible
192.45155896823738,P13G01,sound,heard,V2E039,heavy crash / screams; cause and exact victims not visible
192.45155896823738,P14G01,sound,heard,V2E039,heavy crash / screams; cause and exact victims not visible
192.45155896823738,P14G02,sound,heard,V2E039,heavy crash / screams; cause and exact victims not visible
192.45155896823738,P14G03,sound,heard,V2E039,heavy crash / screams; cause and exact victims not visible
192.45155896823738,P14G04,sound,heard,V2E039,heavy crash / screams; cause and exact victims not visible
192.45155896823738,P15G01,sound,heard,V2E039,heavy crash / screams; cause and exact victims not visible
192.45155896823738,P16G02,sound,heard,V2E039,heavy crash / screams; cause and exact victims not visible
196.1464717353915,P10G03,Bone,reported,P13G01,"reported direct guard torment at [6.088262961032423, 97.54894588180716]"
196.1464717353915,P10G08,Bone,reported,P13G01,"reported direct guard torment at [6.088262961032423, 97.54894588180716]"
196.1464717353915,P10G09,Bone,reported,P13G01,"reported direct guard torment at [6.088262961032423, 97.54894588180716]"
196.1464717353915,P11G09,Blood,reported,P13G01,reported direct first Blood attack
196.1464717353915,P11G09,Bone,reported,P13G01,"reported direct guard torment at [6.088262961032423, 97.54894588180716]"
196.1464717353915,P12G02,Bone,reported,P13G01,"reported direct guard torment at [6.088262961032423, 97.54894588180716]"
196.1464717353915,P12G06,Bone,reported,P13G01,"reported direct guard torment at [6.088262961032423, 97.54894588180716]"
196.94709244649798,P16G02,Bone,direct,V2E040,"direct guard torment at [-4, 100]"
197.08333121534196,P16G01,Bone,reported,P16G06,"reported direct guard torment at [-3.505274531027556, 99.90543011171845]"
197.08333121534196,P16G05,Bone,reported,P16G06,"reported direct guard torment at [-3.505274531027556, 99.90543011171845]"
202.95155896823738,P06G02,sound,heard,V2E042,heavy crash / screams; cause and exact victims not visible
202.95155896823738,P06G03,sound,heard,V2E042,heavy crash / screams; cause and exact victims not visible
202.95155896823738,P06G06,sound,heard,V2E042,heavy crash / screams; cause and exact victims not visible
202.95155896823738,P06G07,sound,heard,V2E042,heavy crash / screams; cause and exact victims not visible
202.95155896823738,P06G09,sound,heard,V2E042,heavy crash / screams; cause and exact victims not visible
202.95155896823738,P07G01,sound,heard,V2E042,heavy crash / screams; cause and exact victims not visible
202.95155896823738,P08G01,sound,heard,V2E042,heavy crash / screams; cause and exact victims not visible
202.95155896823738,P08G09,sound,heard,V2E042,heavy crash / screams; cause and exact victims not visible
202.95155896823738,P08G10,sound,heard,V2E042,heavy crash / screams; cause and exact victims not visible
202.95155896823738,P10G01,sound,heard,V2E042,heavy crash / screams; cause and exact victims not visible
202.95155896823738,P10G03,sound,heard,V2E042,heavy crash / screams; cause and exact victims not visible
202.95155896823738,P10G04,sound,heard,V2E042,heavy crash / screams; cause and exact victims not visible
202.95155896823738,P10G06,sound,heard,V2E042,heavy crash / screams; cause and exact victims not visible
202.95155896823738,P10G07,sound,heard,V2E042,heavy crash / screams; cause and exact victims not visible
202.95155896823738,P10G08,sound,heard,V2E042,heavy crash / screams; cause and exact victims not visible
202.95155896823738,P10G09,sound,heard,V2E042,heavy crash / screams; cause and exact victims not visible
202.95155896823738,P11G02,sound,heard,V2E042,heavy crash / screams; cause and exact victims not visible
202.95155896823738,P11G03,sound,heard,V2E042,heavy crash / screams; cause and exact victims not visible
202.95155896823738,P11G04,sound,heard,V2E042,heavy crash / screams; cause and exact victims not visible
202.95155896823738,P11G06,sound,heard,V2E042,heavy crash / screams; cause and exact victims not visible
202.95155896823738,P11G09,sound,heard,V2E042,heavy crash / screams; cause and exact victims not visible
202.95155896823738,P11G10,sound,heard,V2E042,heavy crash / screams; cause and exact victims not visible
202.95155896823738,P11G11,sound,heard,V2E042,heavy crash / screams; cause and exact victims not visible
202.95155896823738,P12G02,sound,heard,V2E042,heavy crash / screams; cause and exact victims not visible
202.95155896823738,P12G03,sound,heard,V2E042,heavy crash / screams; cause and exact victims not visible
202.95155896823738,P12G04,sound,heard,V2E042,heavy crash / screams; cause and exact victims not visible
202.95155896823738,P12G05,sound,heard,V2E042,heavy crash / screams; cause and exact victims not visible
202.95155896823738,P12G06,sound,heard,V2E042,heavy crash / screams; cause and exact victims not visible
202.95155896823738,P12G07,sound,heard,V2E042,heavy crash / screams; cause and exact victims not visible
202.95155896823738,P12G08,sound,heard,V2E042,heavy crash / screams; cause and exact victims not visible
202.95155896823738,P13G01,sound,heard,V2E042,heavy crash / screams; cause and exact victims not visible
202.95155896823738,P14G01,sound,heard,V2E042,heavy crash / screams; cause and exact victims not visible
202.95155896823738,P14G02,sound,heard,V2E042,heavy crash / screams; cause and exact victims not visible
202.95155896823738,P14G03,sound,heard,V2E042,heavy crash / screams; cause and exact victims not visible
202.95155896823738,P14G04,sound,heard,V2E042,heavy crash / screams; cause and exact victims not visible
202.95155896823738,P15G01,sound,heard,V2E042,heavy crash / screams; cause and exact victims not visible
202.95155896823738,P16G02,sound,heard,V2E042,heavy crash / screams; cause and exact victims not visible
213.45155896823738,P06G02,sound,heard,V2E044,heavy crash / screams; cause and exact victims not visible
213.45155896823738,P06G03,sound,heard,V2E044,heavy crash / screams; cause and exact victims not visible
213.45155896823738,P06G06,sound,heard,V2E044,heavy crash / screams; cause and exact victims not visible
213.45155896823738,P06G07,sound,heard,V2E044,heavy crash / screams; cause and exact victims not visible
213.45155896823738,P06G09,sound,heard,V2E044,heavy crash / screams; cause and exact victims not visible
213.45155896823738,P07G01,sound,heard,V2E044,heavy crash / screams; cause and exact victims not visible
213.45155896823738,P08G01,sound,heard,V2E044,heavy crash / screams; cause and exact victims not visible
213.45155896823738,P08G09,sound,heard,V2E044,heavy crash / screams; cause and exact victims not visible
213.45155896823738,P08G10,sound,heard,V2E044,heavy crash / screams; cause and exact victims not visible
213.45155896823738,P10G01,sound,heard,V2E044,heavy crash / screams; cause and exact victims not visible
213.45155896823738,P10G03,sound,heard,V2E044,heavy crash / screams; cause and exact victims not visible
213.45155896823738,P10G04,sound,heard,V2E044,heavy crash / screams; cause and exact victims not visible
213.45155896823738,P10G06,sound,heard,V2E044,heavy crash / screams; cause and exact victims not visible
213.45155896823738,P10G07,sound,heard,V2E044,heavy crash / screams; cause and exact victims not visible
213.45155896823738,P10G08,sound,heard,V2E044,heavy crash / screams; cause and exact victims not visible
213.45155896823738,P10G09,sound,heard,V2E044,heavy crash / screams; cause and exact victims not visible
213.45155896823738,P11G02,sound,heard,V2E044,heavy crash / screams; cause and exact victims not visible
213.45155896823738,P11G03,sound,heard,V2E044,heavy crash / screams; cause and exact victims not visible
213.45155896823738,P11G04,sound,heard,V2E044,heavy crash / screams; cause and exact victims not visible
213.45155896823738,P11G06,sound,heard,V2E044,heavy crash / screams; cause and exact victims not visible
213.45155896823738,P11G09,sound,heard,V2E044,heavy crash / screams; cause and exact victims not visible
213.45155896823738,P11G10,sound,heard,V2E044,heavy crash / screams; cause and exact victims not visible
213.45155896823738,P11G11,sound,heard,V2E044,heavy crash / screams; cause and exact victims not visible
213.45155896823738,P12G02,sound,heard,V2E044,heavy crash / screams; cause and exact victims not visible
213.45155896823738,P12G03,sound,heard,V2E044,heavy crash / screams; cause and exact victims not visible
213.45155896823738,P12G04,sound,heard,V2E044,heavy crash / screams; cause and exact victims not visible
213.45155896823738,P12G06,sound,heard,V2E044,heavy crash / screams; cause and exact victims not visible
213.45155896823738,P12G08,sound,heard,V2E044,heavy crash / screams; cause and exact victims not visible
213.45155896823738,P13G01,sound,heard,V2E044,heavy crash / screams; cause and exact victims not visible
213.45155896823738,P14G01,sound,heard,V2E044,heavy crash / screams; cause and exact victims not visible
213.45155896823738,P14G02,sound,heard,V2E044,heavy crash / screams; cause and exact victims not visible
213.45155896823738,P14G03,sound,heard,V2E044,heavy crash / screams; cause and exact victims not visible
213.45155896823738,P14G04,sound,heard,V2E044,heavy crash / screams; cause and exact victims not visible
213.45155896823738,P15G01,sound,heard,V2E044,heavy crash / screams; cause and exact victims not visible
213.45155896823738,P16G02,sound,heard,V2E044,heavy crash / screams; cause and exact victims not visible
223.58319810665552,P02G01,Bone,reported,P05G03,reported direct precision attacker witness
223.58319810665552,P02G02,Bone,reported,P05G03,reported direct precision attacker witness
223.58319810665552,P02G03,Bone,reported,P05G03,reported direct precision attacker witness
223.58319810665552,P02G04,Bone,reported,P05G03,reported direct precision attacker witness
223.58319810665552,P04G01,Bone,reported,P05G03,reported direct precision attacker witness
223.58319810665552,P04G02,Bone,reported,P05G03,reported direct precision attacker witness
223.58319810665552,P04G03,Bone,reported,P05G03,reported direct precision attacker witness
229.15603324227774,P06G02,sound,heard,V2E047,heavy crash / screams; cause and exact victims not visible
229.15603324227774,P06G03,sound,heard,V2E047,heavy crash / screams; cause and exact victims not visible
229.15603324227774,P06G06,sound,heard,V2E047,heavy crash / screams; cause and exact victims not visible
229.15603324227774,P06G07,sound,heard,V2E047,heavy crash / screams; cause and exact victims not visible
229.15603324227774,P06G09,sound,heard,V2E047,heavy crash / screams; cause and exact victims not visible
229.15603324227774,P07G01,sound,heard,V2E047,heavy crash / screams; cause and exact victims not visible
229.15603324227774,P08G09,sound,heard,V2E047,heavy crash / screams; cause and exact victims not visible
229.15603324227774,P08G10,sound,heard,V2E047,heavy crash / screams; cause and exact victims not visible
229.15603324227774,P10G01,sound,heard,V2E047,heavy crash / screams; cause and exact victims not visible
229.15603324227774,P10G03,sound,heard,V2E047,heavy crash / screams; cause and exact victims not visible
229.15603324227774,P10G04,sound,heard,V2E047,heavy crash / screams; cause and exact victims not visible
229.15603324227774,P10G06,sound,heard,V2E047,heavy crash / screams; cause and exact victims not visible
229.15603324227774,P10G07,sound,heard,V2E047,heavy crash / screams; cause and exact victims not visible
229.15603324227774,P10G08,sound,heard,V2E047,heavy crash / screams; cause and exact victims not visible
229.15603324227774,P10G09,sound,heard,V2E047,heavy crash / screams; cause and exact victims not visible
229.15603324227774,P11G02,sound,heard,V2E047,heavy crash / screams; cause and exact victims not visible
229.15603324227774,P11G03,sound,heard,V2E047,heavy crash / screams; cause and exact victims not visible
229.15603324227774,P11G04,sound,heard,V2E047,heavy crash / screams; cause and exact victims not visible
229.15603324227774,P11G09,sound,heard,V2E047,heavy crash / screams; cause and exact victims not visible
229.15603324227774,P11G10,sound,heard,V2E047,heavy crash / screams; cause and exact victims not visible
229.15603324227774,P11G11,sound,heard,V2E047,heavy crash / screams; cause and exact victims not visible
229.15603324227774,P12G02,sound,heard,V2E047,heavy crash / screams; cause and exact victims not visible
229.15603324227774,P12G03,sound,heard,V2E047,heavy crash / screams; cause and exact victims not visible
229.15603324227774,P12G04,sound,heard,V2E047,heavy crash / screams; cause and exact victims not visible
229.15603324227774,P12G06,sound,heard,V2E047,heavy crash / screams; cause and exact victims not visible
229.15603324227774,P12G08,sound,heard,V2E047,heavy crash / screams; cause and exact victims not visible
229.15603324227774,P13G01,sound,heard,V2E047,heavy crash / screams; cause and exact victims not visible
229.15603324227774,P14G01,sound,heard,V2E047,heavy crash / screams; cause and exact victims not visible
229.15603324227774,P14G02,sound,heard,V2E047,heavy crash / screams; cause and exact victims not visible
229.15603324227774,P14G03,sound,heard,V2E047,heavy crash / screams; cause and exact victims not visible
229.15603324227774,P14G04,sound,heard,V2E047,heavy crash / screams; cause and exact victims not visible
229.15603324227774,P15G01,sound,heard,V2E047,heavy crash / screams; cause and exact victims not visible
243.8531872062193,P06G02,sound,heard,V2E049,heavy crash / screams; cause and exact victims not visible
243.8531872062193,P06G03,sound,heard,V2E049,heavy crash / screams; cause and exact victims not visible
243.8531872062193,P06G06,sound,heard,V2E049,heavy crash / screams; cause and exact victims not visible
243.8531872062193,P06G07,sound,heard,V2E049,heavy crash / screams; cause and exact victims not visible
243.8531872062193,P06G09,sound,heard,V2E049,heavy crash / screams; cause and exact victims not visible
243.8531872062193,P08G09,sound,heard,V2E049,heavy crash / screams; cause and exact victims not visible
243.8531872062193,P08G10,sound,heard,V2E049,heavy crash / screams; cause and exact victims not visible
243.8531872062193,P10G01,sound,heard,V2E049,heavy crash / screams; cause and exact victims not visible
243.8531872062193,P10G03,sound,heard,V2E049,heavy crash / screams; cause and exact victims not visible
243.8531872062193,P10G04,sound,heard,V2E049,heavy crash / screams; cause and exact victims not visible
243.8531872062193,P10G06,sound,heard,V2E049,heavy crash / screams; cause and exact victims not visible
243.8531872062193,P10G07,sound,heard,V2E049,heavy crash / screams; cause and exact victims not visible
243.8531872062193,P10G08,sound,heard,V2E049,heavy crash / screams; cause and exact victims not visible
243.8531872062193,P10G09,sound,heard,V2E049,heavy crash / screams; cause and exact victims not visible
243.8531872062193,P11G02,sound,heard,V2E049,heavy crash / screams; cause and exact victims not visible
243.8531872062193,P11G03,sound,heard,V2E049,heavy crash / screams; cause and exact victims not visible
243.8531872062193,P11G09,sound,heard,V2E049,heavy crash / screams; cause and exact victims not visible
243.8531872062193,P11G10,sound,heard,V2E049,heavy crash / screams; cause and exact victims not visible
243.8531872062193,P11G11,sound,heard,V2E049,heavy crash / screams; cause and exact victims not visible
243.8531872062193,P12G02,sound,heard,V2E049,heavy crash / screams; cause and exact victims not visible
243.8531872062193,P12G03,sound,heard,V2E049,heavy crash / screams; cause and exact victims not visible
243.8531872062193,P12G04,sound,heard,V2E049,heavy crash / screams; cause and exact victims not visible
243.8531872062193,P12G06,sound,heard,V2E049,heavy crash / screams; cause and exact victims not visible
243.8531872062193,P12G08,sound,heard,V2E049,heavy crash / screams; cause and exact victims not visible
243.8531872062193,P13G01,sound,heard,V2E049,heavy crash / screams; cause and exact victims not visible
243.8531872062193,P14G01,sound,heard,V2E049,heavy crash / screams; cause and exact victims not visible
243.8531872062193,P14G02,sound,heard,V2E049,heavy crash / screams; cause and exact victims not visible
243.8531872062193,P14G03,sound,heard,V2E049,heavy crash / screams; cause and exact victims not visible
243.8531872062193,P14G04,sound,heard,V2E049,heavy crash / screams; cause and exact victims not visible
243.8531872062193,P15G01,sound,heard,V2E049,heavy crash / screams; cause and exact victims not visible
258.5379272636854,P06G02,sound,heard,V2E051,heavy crash / screams; cause and exact victims not visible
258.5379272636854,P06G03,sound,heard,V2E051,heavy crash / screams; cause and exact victims not visible
258.5379272636854,P06G06,sound,heard,V2E051,heavy crash / screams; cause and exact victims not visible
258.5379272636854,P06G07,sound,heard,V2E051,heavy crash / screams; cause and exact victims not visible
258.5379272636854,P06G09,sound,heard,V2E051,heavy crash / screams; cause and exact victims not visible
258.5379272636854,P08G09,sound,heard,V2E051,heavy crash / screams; cause and exact victims not visible
258.5379272636854,P10G01,sound,heard,V2E051,heavy crash / screams; cause and exact victims not visible
258.5379272636854,P10G03,sound,heard,V2E051,heavy crash / screams; cause and exact victims not visible
258.5379272636854,P10G04,sound,heard,V2E051,heavy crash / screams; cause and exact victims not visible
258.5379272636854,P10G06,sound,heard,V2E051,heavy crash / screams; cause and exact victims not visible
258.5379272636854,P10G07,sound,heard,V2E051,heavy crash / screams; cause and exact victims not visible
258.5379272636854,P10G08,sound,heard,V2E051,heavy crash / screams; cause and exact victims not visible
258.5379272636854,P10G09,sound,heard,V2E051,heavy crash / screams; cause and exact victims not visible
258.5379272636854,P11G03,sound,heard,V2E051,heavy crash / screams; cause and exact victims not visible
258.5379272636854,P11G09,sound,heard,V2E051,heavy crash / screams; cause and exact victims not visible
258.5379272636854,P11G11,sound,heard,V2E051,heavy crash / screams; cause and exact victims not visible
258.5379272636854,P12G02,sound,heard,V2E051,heavy crash / screams; cause and exact victims not visible
258.5379272636854,P12G03,sound,heard,V2E051,heavy crash / screams; cause and exact victims not visible
258.5379272636854,P12G04,sound,heard,V2E051,heavy crash / screams; cause and exact victims not visible
258.5379272636854,P12G06,sound,heard,V2E051,heavy crash / screams; cause and exact victims not visible
258.5379272636854,P12G08,sound,heard,V2E051,heavy crash / screams; cause and exact victims not visible
258.5379272636854,P13G01,sound,heard,V2E051,heavy crash / screams; cause and exact victims not visible
258.5379272636854,P14G01,sound,heard,V2E051,heavy crash / screams; cause and exact victims not visible
258.5379272636854,P14G02,sound,heard,V2E051,heavy crash / screams; cause and exact victims not visible
258.5379272636854,P14G03,sound,heard,V2E051,heavy crash / screams; cause and exact victims not visible
258.5379272636854,P14G04,sound,heard,V2E051,heavy crash / screams; cause and exact victims not visible
276.8248737730833,P06G02,sound,heard,V2E053,heavy crash / screams; cause and exact victims not visible
276.8248737730833,P06G03,sound,heard,V2E053,heavy crash / screams; cause and exact victims not visible
276.8248737730833,P06G06,sound,heard,V2E053,heavy crash / screams; cause and exact victims not visible
276.8248737730833,P06G07,sound,heard,V2E053,heavy crash / screams; cause and exact victims not visible
276.8248737730833,P06G09,sound,heard,V2E053,heavy crash / screams; cause and exact victims not visible
276.8248737730833,P08G09,sound,heard,V2E053,heavy crash / screams; cause and exact victims not visible
276.8248737730833,P10G01,sound,heard,V2E053,heavy crash / screams; cause and exact victims not visible
276.8248737730833,P10G03,sound,heard,V2E053,heavy crash / screams; cause and exact victims not visible
276.8248737730833,P10G04,sound,heard,V2E053,heavy crash / screams; cause and exact victims not visible
276.8248737730833,P10G06,sound,heard,V2E053,heavy crash / screams; cause and exact victims not visible
276.8248737730833,P10G07,sound,heard,V2E053,heavy crash / screams; cause and exact victims not visible
276.8248737730833,P10G08,sound,heard,V2E053,heavy crash / screams; cause and exact victims not visible
276.8248737730833,P10G09,sound,heard,V2E053,heavy crash / screams; cause and exact victims not visible
276.8248737730833,P11G09,sound,heard,V2E053,heavy crash / screams; cause and exact victims not visible
276.8248737730833,P11G11,sound,heard,V2E053,heavy crash / screams; cause and exact victims not visible
276.8248737730833,P12G02,sound,heard,V2E053,heavy crash / screams; cause and exact victims not visible
276.8248737730833,P12G03,sound,heard,V2E053,heavy crash / screams; cause and exact victims not visible
276.8248737730833,P12G04,sound,heard,V2E053,heavy crash / screams; cause and exact victims not visible
276.8248737730833,P12G06,sound,heard,V2E053,heavy crash / screams; cause and exact victims not visible
276.8248737730833,P12G08,sound,heard,V2E053,heavy crash / screams; cause and exact victims not visible
276.8248737730833,P13G01,sound,heard,V2E053,heavy crash / screams; cause and exact victims not visible
296.3248737730833,P06G02,sound,heard,V2E055,heavy crash / screams; cause and exact victims not visible
296.3248737730833,P06G03,sound,heard,V2E055,heavy crash / screams; cause and exact victims not visible
296.3248737730833,P06G06,sound,heard,V2E055,heavy crash / screams; cause and exact victims not visible
296.3248737730833,P06G07,sound,heard,V2E055,heavy crash / screams; cause and exact victims not visible
296.3248737730833,P06G09,sound,heard,V2E055,heavy crash / screams; cause and exact victims not visible
296.3248737730833,P08G09,sound,heard,V2E055,heavy crash / screams; cause and exact victims not visible
296.3248737730833,P10G01,sound,heard,V2E055,heavy crash / screams; cause and exact victims not visible
296.3248737730833,P10G03,sound,heard,V2E055,heavy crash / screams; cause and exact victims not visible
296.3248737730833,P10G04,sound,heard,V2E055,heavy crash / screams; cause and exact victims not visible
296.3248737730833,P10G06,sound,heard,V2E055,heavy crash / screams; cause and exact victims not visible
296.3248737730833,P10G07,sound,heard,V2E055,heavy crash / screams; cause and exact victims not visible
296.3248737730833,P10G08,sound,heard,V2E055,heavy crash / screams; cause and exact victims not visible
296.3248737730833,P10G09,sound,heard,V2E055,heavy crash / screams; cause and exact victims not visible
296.3248737730833,P11G09,sound,heard,V2E055,heavy crash / screams; cause and exact victims not visible
296.3248737730833,P11G11,sound,heard,V2E055,heavy crash / screams; cause and exact victims not visible
296.3248737730833,P12G02,sound,heard,V2E055,heavy crash / screams; cause and exact victims not visible
296.3248737730833,P12G04,sound,heard,V2E055,heavy crash / screams; cause and exact victims not visible
296.3248737730833,P12G06,sound,heard,V2E055,heavy crash / screams; cause and exact victims not visible
296.3248737730833,P12G08,sound,heard,V2E055,heavy crash / screams; cause and exact victims not visible
296.3248737730833,P13G01,sound,heard,V2E055,heavy crash / screams; cause and exact victims not visible
296.3248737730833,P14G02,sound,heard,V2E055,heavy crash / screams; cause and exact victims not visible
296.3248737730833,P14G03,sound,heard,V2E055,heavy crash / screams; cause and exact victims not visible
296.3248737730833,P16G01,sound,heard,V2E055,heavy crash / screams; cause and exact victims not visible
296.3248737730833,P16G03,sound,heard,V2E055,heavy crash / screams; cause and exact victims not visible
296.3248737730833,P16G04,sound,heard,V2E055,heavy crash / screams; cause and exact victims not visible
296.3248737730833,P16G05,sound,heard,V2E055,heavy crash / screams; cause and exact victims not visible
296.3248737730833,P16G06,sound,heard,V2E055,heavy crash / screams; cause and exact victims not visible
296.3248737730833,P17G01,sound,heard,V2E055,heavy crash / screams; cause and exact victims not visible
312.06143128813426,P06G02,sound,heard,V2E057,heavy crash / screams; cause and exact victims not visible
312.06143128813426,P06G03,sound,heard,V2E057,heavy crash / screams; cause and exact victims not visible
312.06143128813426,P06G06,sound,heard,V2E057,heavy crash / screams; cause and exact victims not visible
312.06143128813426,P06G07,sound,heard,V2E057,heavy crash / screams; cause and exact victims not visible
312.06143128813426,P06G09,sound,heard,V2E057,heavy crash / screams; cause and exact victims not visible
312.06143128813426,P10G01,sound,heard,V2E057,heavy crash / screams; cause and exact victims not visible
312.06143128813426,P10G03,sound,heard,V2E057,heavy crash / screams; cause and exact victims not visible
312.06143128813426,P10G04,sound,heard,V2E057,heavy crash / screams; cause and exact victims not visible
312.06143128813426,P10G06,sound,heard,V2E057,heavy crash / screams; cause and exact victims not visible
312.06143128813426,P10G07,sound,heard,V2E057,heavy crash / screams; cause and exact victims not visible
312.06143128813426,P10G08,sound,heard,V2E057,heavy crash / screams; cause and exact victims not visible
312.06143128813426,P10G09,sound,heard,V2E057,heavy crash / screams; cause and exact victims not visible
312.06143128813426,P11G09,sound,heard,V2E057,heavy crash / screams; cause and exact victims not visible
312.06143128813426,P11G11,sound,heard,V2E057,heavy crash / screams; cause and exact victims not visible
312.06143128813426,P12G02,sound,heard,V2E057,heavy crash / screams; cause and exact victims not visible
312.06143128813426,P12G06,sound,heard,V2E057,heavy crash / screams; cause and exact victims not visible
312.06143128813426,P13G01,sound,heard,V2E057,heavy crash / screams; cause and exact victims not visible
312.06143128813426,P14G02,sound,heard,V2E057,heavy crash / screams; cause and exact victims not visible
312.06143128813426,P14G03,sound,heard,V2E057,heavy crash / screams; cause and exact victims not visible
312.06143128813426,P16G01,sound,heard,V2E057,heavy crash / screams; cause and exact victims not visible
312.06143128813426,P16G03,sound,heard,V2E057,heavy crash / screams; cause and exact victims not visible
312.06143128813426,P16G04,sound,heard,V2E057,heavy crash / screams; cause and exact victims not visible
312.06143128813426,P16G05,sound,heard,V2E057,heavy crash / screams; cause and exact victims not visible
312.06143128813426,P16G06,sound,heard,V2E057,heavy crash / screams; cause and exact victims not visible
312.06143128813426,P17G01,sound,heard,V2E057,heavy crash / screams; cause and exact victims not visible
343.0398812696686,P06G02,sound,heard,V2E060,heavy crash / screams; cause and exact victims not visible
343.0398812696686,P06G03,sound,heard,V2E060,heavy crash / screams; cause and exact victims not visible
343.0398812696686,P06G06,sound,heard,V2E060,heavy crash / screams; cause and exact victims not visible
343.0398812696686,P06G07,sound,heard,V2E060,heavy crash / screams; cause and exact victims not visible
343.0398812696686,P06G09,sound,heard,V2E060,heavy crash / screams; cause and exact victims not visible
343.0398812696686,P10G01,sound,heard,V2E060,heavy crash / screams; cause and exact victims not visible
343.0398812696686,P10G04,sound,heard,V2E060,heavy crash / screams; cause and exact victims not visible
343.0398812696686,P10G06,sound,heard,V2E060,heavy crash / screams; cause and exact victims not visible
343.0398812696686,P10G07,sound,heard,V2E060,heavy crash / screams; cause and exact victims not visible
343.0398812696686,P14G01,sound,heard,V2E060,heavy crash / screams; cause and exact victims not visible
343.0398812696686,P14G02,sound,heard,V2E060,heavy crash / screams; cause and exact victims not visible
343.0398812696686,P14G03,sound,heard,V2E060,heavy crash / screams; cause and exact victims not visible
343.0398812696686,P14G04,sound,heard,V2E060,heavy crash / screams; cause and exact victims not visible
343.0398812696686,P16G01,sound,heard,V2E060,heavy crash / screams; cause and exact victims not visible
343.0398812696686,P16G03,sound,heard,V2E060,heavy crash / screams; cause and exact victims not visible
343.0398812696686,P16G04,sound,heard,V2E060,heavy crash / screams; cause and exact victims not visible
343.0398812696686,P16G05,sound,heard,V2E060,heavy crash / screams; cause and exact victims not visible
343.0398812696686,P16G06,sound,heard,V2E060,heavy crash / screams; cause and exact victims not visible
343.0398812696686,P17G01,sound,heard,V2E060,heavy crash / screams; cause and exact victims not visible
368.07626054684533,P06G02,sound,heard,V2E062,heavy crash / screams; cause and exact victims not visible
368.07626054684533,P06G06,sound,heard,V2E062,heavy crash / screams; cause and exact victims not visible
368.07626054684533,P10G01,sound,heard,V2E062,heavy crash / screams; cause and exact victims not visible
368.07626054684533,P10G04,sound,heard,V2E062,heavy crash / screams; cause and exact victims not visible
368.07626054684533,P10G06,sound,heard,V2E062,heavy crash / screams; cause and exact victims not visible
368.07626054684533,P10G07,sound,heard,V2E062,heavy crash / screams; cause and exact victims not visible
368.07626054684533,P14G01,sound,heard,V2E062,heavy crash / screams; cause and exact victims not visible
368.07626054684533,P14G04,sound,heard,V2E062,heavy crash / screams; cause and exact victims not visible
368.07626054684533,P16G01,sound,heard,V2E062,heavy crash / screams; cause and exact victims not visible
368.07626054684533,P16G03,sound,heard,V2E062,heavy crash / screams; cause and exact victims not visible
368.07626054684533,P16G04,sound,heard,V2E062,heavy crash / screams; cause and exact victims not visible
368.07626054684533,P16G05,sound,heard,V2E062,heavy crash / screams; cause and exact victims not visible
368.07626054684533,P16G06,sound,heard,V2E062,heavy crash / screams; cause and exact victims not visible
368.07626054684533,P17G01,sound,heard,V2E062,heavy crash / screams; cause and exact victims not visible
373.9233248158662,P16G03,deaths,direct,V2E063,P16G01:01
373.9233248158662,P16G04,deaths,direct,V2E063,P16G01:01
373.9233248158662,P16G05,deaths,direct,V2E063,P16G01:01
373.9233248158662,P16G06,deaths,direct,V2E063,P16G01:01
373.9233248158662,P17G01,deaths,direct,V2E063,P16G01:01
