person,origin,micro,group,xy,shelter,injured,intention,why_survived,knowledge,executed_movement_orders,bone_chain,canon_status
P11-03,P11,,west-RearCottage-split14,"[-41.2321, 38.284]",WeaverCottage,False,Leave newly compromised shelter for a nearby known refuge after local disagreement,"At WeaverCottage, structural state 0. A probe reached this shelter; detection did not itself authorize a remote attack. No lethal executed attack intersected this person's final shelter/movement after their last relocation. The remaining roof/cover and separation from Blood's body retained protection.","{""catastrophe"": ""direct: opaque daylight loss"", ""blood"": ""heard: indistinct crash"", ""bone"": ""unknown"", ""barrier"": 1, ""barrier_reports"": [], ""specific_deaths"": [], ""witch"": [], ""warnings"": [{""topic"": ""bell"", ""value"": ""Public emergency only"", ""source"": ""church bell"", ""mode"": ""heard""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-RearCottage"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-RearCottage"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_05"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-Cottage_05"", ""mode"": ""direct""}]}","[312.0, 342.0]",[],Failed V4 experimental outcome; not approved survivor lore.
P11-04,P11,,west-RearCottage,"[-45.3497, 62.5928]",RearCottage,False,Remaining occupants barricade and keep quiet; refusal to leave is ordinary fear,"At RearCottage, structural state 0. A probe reached this shelter; detection did not itself authorize a remote attack. No lethal executed attack intersected this person's final shelter/movement after their last relocation. The remaining roof/cover and separation from Blood's body retained protection.","{""catastrophe"": ""direct: opaque daylight loss"", ""blood"": ""heard: indistinct crash"", ""bone"": ""unknown"", ""barrier"": 1, ""barrier_reports"": [], ""specific_deaths"": [], ""witch"": [], ""warnings"": [{""topic"": ""bell"", ""value"": ""Public emergency only"", ""source"": ""church bell"", ""mode"": ""heard""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-RearCottage"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-RearCottage"", ""mode"": ""direct""}]}",[],[],Failed V4 experimental outcome; not approved survivor lore.
P11-05,P11,,west-EndRowCottage,"[14.5697, 86.9638]",,False,Take the remaining side of the public approach after Bone blocks the attempted entrance,"Outside at the terminal clock, still following an interrupted journey. Bone had changed this person's movement, but no later completed intended hit reached them. The Mayor's fixed death ends this primary ledger; no cleanup event is inferred.","{""catastrophe"": ""direct: opaque daylight loss"", ""blood"": ""heard: indistinct crash"", ""bone"": ""direct: local precise predator pressure"", ""barrier"": 1, ""barrier_reports"": [{""stage"": 4, ""source"": ""foresters"", ""t"": 151}, {""stage"": 4, ""source"": ""foresters"", ""t"": 196}], ""specific_deaths"": [""P14-03""], ""witch"": [], ""warnings"": [{""topic"": ""bell"", ""value"": ""Public emergency only"", ""source"": ""church bell"", ""mode"": ""heard""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-EndRowCottage"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-EndRowCottage"", ""mode"": ""direct""}, {""topic"": ""sound"", ""value"": ""Heavy impact and human cries nearby; exact victims unknown unless seen"", ""source"": ""E483"", ""mode"": ""heard""}, {""topic"": ""cover"", ""value"": ""Shelter damaged; new opening/noise/exposure"", ""source"": ""E521"", ""mode"": ""direct""}]}","[312.0, 358.0]","[""Bone final doorway denial""]",Failed V4 experimental outcome; not approved survivor lore.
P11-06,P11,,west-EndRowCottage,"[14.5697, 86.9638]",,False,Take the remaining side of the public approach after Bone blocks the attempted entrance,"Outside at the terminal clock, still following an interrupted journey. Bone had changed this person's movement, but no later completed intended hit reached them. The Mayor's fixed death ends this primary ledger; no cleanup event is inferred.","{""catastrophe"": ""direct: opaque daylight loss"", ""blood"": ""heard: indistinct crash"", ""bone"": ""direct: local precise predator pressure"", ""barrier"": 1, ""barrier_reports"": [{""stage"": 4, ""source"": ""foresters"", ""t"": 151}, {""stage"": 4, ""source"": ""foresters"", ""t"": 196}], ""specific_deaths"": [""P14-03""], ""witch"": [], ""warnings"": [{""topic"": ""bell"", ""value"": ""Public emergency only"", ""source"": ""church bell"", ""mode"": ""heard""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-EndRowCottage"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-EndRowCottage"", ""mode"": ""direct""}, {""topic"": ""sound"", ""value"": ""Heavy impact and human cries nearby; exact victims unknown unless seen"", ""source"": ""E483"", ""mode"": ""heard""}, {""topic"": ""cover"", ""value"": ""Shelter damaged; new opening/noise/exposure"", ""source"": ""E521"", ""mode"": ""direct""}]}","[312.0, 358.0]","[""Bone final doorway denial""]",Failed V4 experimental outcome; not approved survivor lore.
P11-07,P11,,west-WeaverCottage-split14,"[-41.2321, 38.284]",WeaverCottage,False,Leave newly compromised shelter for a nearby known refuge after local disagreement,"At WeaverCottage, structural state 0. A probe reached this shelter; detection did not itself authorize a remote attack. No lethal executed attack intersected this person's final shelter/movement after their last relocation. The remaining roof/cover and separation from Blood's body retained protection.","{""catastrophe"": ""direct: opaque daylight loss"", ""blood"": ""heard: indistinct crash"", ""bone"": ""unknown"", ""barrier"": 1, ""barrier_reports"": [], ""specific_deaths"": [], ""witch"": [], ""warnings"": [{""topic"": ""bell"", ""value"": ""Public emergency only"", ""source"": ""church bell"", ""mode"": ""heard""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-WeaverCottage"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-WeaverCottage"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_05"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-Cottage_05"", ""mode"": ""direct""}]}","[300, 342.0]",[],Failed V4 experimental outcome; not approved survivor lore.
P11-08,P11,,west-WeaverCottage,"[-41.2321, 38.284]",WeaverCottage,False,Remaining occupants barricade and keep quiet; refusal to leave is ordinary fear,"At WeaverCottage, structural state 0. A probe reached this shelter; detection did not itself authorize a remote attack. No lethal executed attack intersected this person's final shelter/movement after their last relocation. The remaining roof/cover and separation from Blood's body retained protection.","{""catastrophe"": ""direct: opaque daylight loss"", ""blood"": ""heard: indistinct crash"", ""bone"": ""unknown"", ""barrier"": 1, ""barrier_reports"": [], ""specific_deaths"": [], ""witch"": [], ""warnings"": [{""topic"": ""bell"", ""value"": ""Public emergency only"", ""source"": ""church bell"", ""mode"": ""heard""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-WeaverCottage"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-WeaverCottage"", ""mode"": ""direct""}]}",[],[],Failed V4 experimental outcome; not approved survivor lore.
P11-11,P11,,west-Cottage_05,"[-41.2321, 38.284]",WeaverCottage,False,Leave newly compromised shelter for a nearby known refuge after local disagreement,"At WeaverCottage, structural state 0. A probe reached this shelter; detection did not itself authorize a remote attack. No lethal executed attack intersected this person's final shelter/movement after their last relocation. The remaining roof/cover and separation from Blood's body retained protection.","{""catastrophe"": ""direct: opaque daylight loss"", ""blood"": ""heard: indistinct crash"", ""bone"": ""unknown"", ""barrier"": 1, ""barrier_reports"": [], ""specific_deaths"": [], ""witch"": [], ""warnings"": [{""topic"": ""bell"", ""value"": ""Public emergency only"", ""source"": ""church bell"", ""mode"": ""heard""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-Cottage_05"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_05"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-WeaverCottage"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-WeaverCottage"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_10"", ""mode"": ""direct""}]}","[142, 300, 312.0]",[],Failed V4 experimental outcome; not approved survivor lore.
P11-12,P11,,west-Cottage_05,"[-41.2321, 38.284]",WeaverCottage,False,Leave newly compromised shelter for a nearby known refuge after local disagreement,"At WeaverCottage, structural state 0. A probe reached this shelter; detection did not itself authorize a remote attack. No lethal executed attack intersected this person's final shelter/movement after their last relocation. The remaining roof/cover and separation from Blood's body retained protection.","{""catastrophe"": ""direct: opaque daylight loss"", ""blood"": ""heard: indistinct crash"", ""bone"": ""unknown"", ""barrier"": 1, ""barrier_reports"": [], ""specific_deaths"": [], ""witch"": [], ""warnings"": [{""topic"": ""bell"", ""value"": ""Public emergency only"", ""source"": ""church bell"", ""mode"": ""heard""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-Cottage_05"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_05"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-WeaverCottage"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-WeaverCottage"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_10"", ""mode"": ""direct""}]}","[142, 300, 312.0]",[],Failed V4 experimental outcome; not approved survivor lore.
P11-14,P11,,west-Cottage_10,"[-41.2321, 38.284]",WeaverCottage,False,Leave newly compromised shelter for a nearby known refuge after local disagreement,"At WeaverCottage, structural state 0. A probe reached this shelter; detection did not itself authorize a remote attack. No lethal executed attack intersected this person's final shelter/movement after their last relocation. The remaining roof/cover and separation from Blood's body retained protection.","{""catastrophe"": ""direct: opaque daylight loss"", ""blood"": ""heard: indistinct crash"", ""bone"": ""unknown"", ""barrier"": 1, ""barrier_reports"": [], ""specific_deaths"": [], ""witch"": [], ""warnings"": [{""topic"": ""bell"", ""value"": ""Public emergency only"", ""source"": ""church bell"", ""mode"": ""heard""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-Cottage_10"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_10"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-CrushedHome"", ""mode"": ""direct""}, {""topic"": ""cover"", ""value"": ""Shelter damaged; new opening/noise/exposure"", ""source"": ""E177"", ""mode"": ""direct""}, {""topic"": ""cover"", ""value"": ""Shelter damaged; new opening/noise/exposure"", ""source"": ""E203"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_10"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_10"", ""mode"": ""direct""}]}","[142, 176, 312.0]",[],Failed V4 experimental outcome; not approved survivor lore.
P11-19,P11,,west-yard-trades,"[-37.8993, 50.7618]",Cottage_05,False,Stay silent and move behind intact inner cover after seeing the probe; outside danger is less understood,"At Cottage_05, structural state 0. A probe reached this shelter; detection did not itself authorize a remote attack. No lethal executed attack intersected this person's final shelter/movement after their last relocation. The remaining roof/cover and separation from Blood's body retained protection.","{""catastrophe"": ""direct: opaque daylight loss"", ""blood"": ""heard: impact"", ""bone"": ""unknown"", ""barrier"": 1, ""barrier_reports"": [], ""specific_deaths"": [], ""witch"": [], ""warnings"": [{""topic"": ""bell"", ""value"": ""Public emergency only"", ""source"": ""church bell"", ""mode"": ""heard""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-Cottage_05"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_05"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_05"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_05"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-Cottage_05"", ""mode"": ""direct""}]}",[90],[],Failed V4 experimental outcome; not approved survivor lore.
P11-20,P11,,west-yard-trades,"[-37.8993, 50.7618]",Cottage_05,False,Stay silent and move behind intact inner cover after seeing the probe; outside danger is less understood,"At Cottage_05, structural state 0. A probe reached this shelter; detection did not itself authorize a remote attack. No lethal executed attack intersected this person's final shelter/movement after their last relocation. The remaining roof/cover and separation from Blood's body retained protection.","{""catastrophe"": ""direct: opaque daylight loss"", ""blood"": ""heard: impact"", ""bone"": ""unknown"", ""barrier"": 1, ""barrier_reports"": [], ""specific_deaths"": [], ""witch"": [], ""warnings"": [{""topic"": ""bell"", ""value"": ""Public emergency only"", ""source"": ""church bell"", ""mode"": ""heard""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-Cottage_05"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_05"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_05"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_05"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-Cottage_05"", ""mode"": ""direct""}]}",[90],[],Failed V4 experimental outcome; not approved survivor lore.
P11-21,P11,,west-shortcut,"[-48.8175, 77.1379]",EndRowCottage,False,Stay silent and move behind intact inner cover after seeing the probe; outside danger is less understood,"At EndRowCottage, structural state 0. A probe reached this shelter; detection did not itself authorize a remote attack. No lethal executed attack intersected this person's final shelter/movement after their last relocation. The remaining roof/cover and separation from Blood's body retained protection.","{""catastrophe"": ""direct: opaque daylight loss"", ""blood"": ""unknown"", ""bone"": ""unknown"", ""barrier"": 2, ""barrier_reports"": [{""stage"": 4, ""source"": ""foresters"", ""t"": 151}, {""stage"": 4, ""source"": ""foresters"", ""t"": 196}], ""specific_deaths"": [], ""witch"": [], ""warnings"": [""forest crew inferred enclosure"", {""topic"": ""bell"", ""value"": ""Public emergency only"", ""source"": ""church bell"", ""mode"": ""heard""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-EndRowCottage"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-EndRowCottage"", ""mode"": ""direct""}]}",[90],[],Failed V4 experimental outcome; not approved survivor lore.
P11-22,P11,,west-shortcut,"[-48.8175, 77.1379]",EndRowCottage,False,Stay silent and move behind intact inner cover after seeing the probe; outside danger is less understood,"At EndRowCottage, structural state 0. A probe reached this shelter; detection did not itself authorize a remote attack. No lethal executed attack intersected this person's final shelter/movement after their last relocation. The remaining roof/cover and separation from Blood's body retained protection.","{""catastrophe"": ""direct: opaque daylight loss"", ""blood"": ""unknown"", ""bone"": ""unknown"", ""barrier"": 2, ""barrier_reports"": [{""stage"": 4, ""source"": ""foresters"", ""t"": 151}, {""stage"": 4, ""source"": ""foresters"", ""t"": 196}], ""specific_deaths"": [], ""witch"": [], ""warnings"": [""forest crew inferred enclosure"", {""topic"": ""bell"", ""value"": ""Public emergency only"", ""source"": ""church bell"", ""mode"": ""heard""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-EndRowCottage"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-EndRowCottage"", ""mode"": ""direct""}]}",[90],[],Failed V4 experimental outcome; not approved survivor lore.
P12-01,P12,,upper-AbandonedCottage,"[7.288, 70.891]",Cottage_11,False,Stay silent and move behind intact inner cover after seeing the probe; outside danger is less understood,"At Cottage_11, structural state 0. A probe reached this shelter; detection did not itself authorize a remote attack. No lethal executed attack intersected this person's final shelter/movement after their last relocation. The remaining roof/cover and separation from Blood's body retained protection.","{""catastrophe"": ""direct: opaque daylight loss"", ""blood"": ""unknown"", ""bone"": ""unknown"", ""barrier"": 1, ""barrier_reports"": [], ""specific_deaths"": [], ""witch"": [], ""warnings"": [{""topic"": ""bell"", ""value"": ""Public emergency only"", ""source"": ""church bell"", ""mode"": ""heard""}, {""topic"": ""cover"", ""value"": ""Shelter damaged; new opening/noise/exposure"", ""source"": ""E177"", ""mode"": ""direct""}, {""topic"": ""sound"", ""value"": ""Heavy impact and human cries nearby; exact victims unknown unless seen"", ""source"": ""E203"", ""mode"": ""heard""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_11"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_11"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-Cottage_11"", ""mode"": ""direct""}]}",[168],[],Failed V4 experimental outcome; not approved survivor lore.
P12-02,P12,,upper-AbandonedCottage,"[7.288, 70.891]",Cottage_11,False,Stay silent and move behind intact inner cover after seeing the probe; outside danger is less understood,"At Cottage_11, structural state 0. A probe reached this shelter; detection did not itself authorize a remote attack. No lethal executed attack intersected this person's final shelter/movement after their last relocation. The remaining roof/cover and separation from Blood's body retained protection.","{""catastrophe"": ""direct: opaque daylight loss"", ""blood"": ""unknown"", ""bone"": ""unknown"", ""barrier"": 1, ""barrier_reports"": [], ""specific_deaths"": [], ""witch"": [], ""warnings"": [{""topic"": ""bell"", ""value"": ""Public emergency only"", ""source"": ""church bell"", ""mode"": ""heard""}, {""topic"": ""cover"", ""value"": ""Shelter damaged; new opening/noise/exposure"", ""source"": ""E177"", ""mode"": ""direct""}, {""topic"": ""sound"", ""value"": ""Heavy impact and human cries nearby; exact victims unknown unless seen"", ""source"": ""E203"", ""mode"": ""heard""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_11"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_11"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-Cottage_11"", ""mode"": ""direct""}]}",[168],[],Failed V4 experimental outcome; not approved survivor lore.
P12-03,P12,,upper-UpperCottage-split13,"[1.8053, 88.767]",Cottage_03,False,Leave newly compromised shelter for a nearby known refuge after local disagreement,"At Cottage_03, structural state 0. A probe reached this shelter; detection did not itself authorize a remote attack. No lethal executed attack intersected this person's final shelter/movement after their last relocation. The remaining roof/cover and separation from Blood's body retained protection.","{""catastrophe"": ""direct: opaque daylight loss"", ""blood"": ""unknown"", ""bone"": ""direct: precise local attack"", ""barrier"": 1, ""barrier_reports"": [], ""specific_deaths"": [""P13-01""], ""witch"": [], ""warnings"": [{""topic"": ""bell"", ""value"": ""Public emergency only"", ""source"": ""church bell"", ""mode"": ""heard""}, {""topic"": ""sound"", ""value"": ""Heavy impact and human cries nearby; exact victims unknown unless seen"", ""source"": ""E108"", ""mode"": ""heard""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-Church"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Church"", ""mode"": ""direct""}, {""topic"": ""cover"", ""value"": ""Shelter damaged; new opening/noise/exposure"", ""source"": ""E388"", ""mode"": ""direct""}]}","[130, 290]","[""E388""]",Failed V4 experimental outcome; not approved survivor lore.
P12-04,P12,,upper-UpperCottage,"[11.8317, 95.6105]",,False,Leave newly compromised shelter for a nearby known refuge after local disagreement,"Outside at the terminal clock, still following an interrupted journey. Bone had changed this person's movement, but no later completed intended hit reached them. The Mayor's fixed death ends this primary ledger; no cleanup event is inferred.","{""catastrophe"": ""direct: opaque daylight loss"", ""blood"": ""unknown"", ""bone"": ""unknown"", ""barrier"": 1, ""barrier_reports"": [], ""specific_deaths"": [], ""witch"": [], ""warnings"": [{""topic"": ""bell"", ""value"": ""Public emergency only"", ""source"": ""church bell"", ""mode"": ""heard""}, {""topic"": ""sound"", ""value"": ""Heavy impact and human cries nearby; exact victims unknown unless seen"", ""source"": ""E108"", ""mode"": ""heard""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-Church"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Church"", ""mode"": ""direct""}, {""topic"": ""cover"", ""value"": ""Shelter damaged; new opening/noise/exposure"", ""source"": ""E388"", ""mode"": ""direct""}, {""topic"": ""cover"", ""value"": ""Shelter damaged; new opening/noise/exposure"", ""source"": ""E521"", ""mode"": ""direct""}]}","[130, 360.0]","[""E521""]",Failed V4 experimental outcome; not approved survivor lore.
P12-05,P12,,upper-SealedCellarCottage-split12,"[16.8797, 91.2934]",,False,Leave newly compromised shelter for a nearby known refuge after local disagreement,"Outside at the terminal clock, still following an interrupted journey. Bone had changed this person's movement, but no later completed intended hit reached them. The Mayor's fixed death ends this primary ledger; no cleanup event is inferred.","{""catastrophe"": ""direct: opaque daylight loss"", ""blood"": ""unknown"", ""bone"": ""unknown"", ""barrier"": 1, ""barrier_reports"": [], ""specific_deaths"": [], ""witch"": [], ""warnings"": [{""topic"": ""bell"", ""value"": ""Public emergency only"", ""source"": ""church bell"", ""mode"": ""heard""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-SealedCellarCottage"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-SealedCellarCottage"", ""mode"": ""direct""}, {""topic"": ""cover"", ""value"": ""Shelter damaged; new opening/noise/exposure"", ""source"": ""E521"", ""mode"": ""direct""}]}","[266, 360.0]","[""E521""]",Failed V4 experimental outcome; not approved survivor lore.
P12-06,P12,,upper-SealedCellarCottage,"[-42.5649, 95.808]",SealedCellarCottage,False,Remaining occupants barricade and keep quiet; refusal to leave is ordinary fear,"At SealedCellarCottage, structural state 0. A probe reached this shelter; detection did not itself authorize a remote attack. No lethal executed attack intersected this person's final shelter/movement after their last relocation. The remaining roof/cover and separation from Blood's body retained protection.","{""catastrophe"": ""direct: opaque daylight loss"", ""blood"": ""unknown"", ""bone"": ""unknown"", ""barrier"": 1, ""barrier_reports"": [], ""specific_deaths"": [], ""witch"": [], ""warnings"": [{""topic"": ""bell"", ""value"": ""Public emergency only"", ""source"": ""church bell"", ""mode"": ""heard""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-SealedCellarCottage"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-SealedCellarCottage"", ""mode"": ""direct""}]}",[],[],Failed V4 experimental outcome; not approved survivor lore.
P12-07,P12,,upper-Cottage_03,"[1.8053, 88.767]",Cottage_03,False,Leave newly compromised shelter for a nearby known refuge after local disagreement,"At Cottage_03, structural state 0. A probe reached this shelter; detection did not itself authorize a remote attack. No lethal executed attack intersected this person's final shelter/movement after their last relocation. The remaining roof/cover and separation from Blood's body retained protection.","{""catastrophe"": ""direct: opaque daylight loss"", ""blood"": ""unknown"", ""bone"": ""direct: precise local attack"", ""barrier"": 1, ""barrier_reports"": [], ""specific_deaths"": [""P13-01""], ""witch"": [], ""warnings"": [{""topic"": ""bell"", ""value"": ""Public emergency only"", ""source"": ""church bell"", ""mode"": ""heard""}, {""topic"": ""sound"", ""value"": ""Heavy impact and human cries nearby; exact victims unknown unless seen"", ""source"": ""E108"", ""mode"": ""heard""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-Church"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Church"", ""mode"": ""direct""}, {""topic"": ""cover"", ""value"": ""Shelter damaged; new opening/noise/exposure"", ""source"": ""E388"", ""mode"": ""direct""}]}","[130, 290]",[],Failed V4 experimental outcome; not approved survivor lore.
P12-08,P12,,upper-Cottage_03,"[1.8053, 88.767]",Cottage_03,False,Leave newly compromised shelter for a nearby known refuge after local disagreement,"At Cottage_03, structural state 0. A probe reached this shelter; detection did not itself authorize a remote attack. No lethal executed attack intersected this person's final shelter/movement after their last relocation. The remaining roof/cover and separation from Blood's body retained protection.","{""catastrophe"": ""direct: opaque daylight loss"", ""blood"": ""unknown"", ""bone"": ""direct: precise local attack"", ""barrier"": 1, ""barrier_reports"": [], ""specific_deaths"": [""P13-01""], ""witch"": [], ""warnings"": [{""topic"": ""bell"", ""value"": ""Public emergency only"", ""source"": ""church bell"", ""mode"": ""heard""}, {""topic"": ""sound"", ""value"": ""Heavy impact and human cries nearby; exact victims unknown unless seen"", ""source"": ""E108"", ""mode"": ""heard""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-Church"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Church"", ""mode"": ""direct""}, {""topic"": ""cover"", ""value"": ""Shelter damaged; new opening/noise/exposure"", ""source"": ""E388"", ""mode"": ""direct""}]}","[130, 290]",[],Failed V4 experimental outcome; not approved survivor lore.
